0	0	0	1		    0	    	0		0
0	0	0	0.99500		0.09983		0		0.1
0	0	0	0.921		0.3894		0		0.4
0	0 	0	0.82535		0.56464		0		0.6
0	0	0	0.7648		0.6442		0		0.7
0	0	0	0.5403		0.8414		0		1
0	0	0	0.45360		0.89121		0		1.1
0	0	0	0.2674		0.9635		0		1.3
0	0	0	-0.02920	0.99957		0		1.6
0	0	0	-0.323		0.9463		0		1.9
0	0	0	-0.50485	0.86321		0		2.1
0	0	0	-0.588		0.8084		0		2.2
0	0	0	-0.801		0.5984		0		2.5
0	0	0	-0.85689	0.51550		0		2.6
0	0	0	-0.942		0.3349		0		2.8
0	0	0	-0.99914	0.04158		0		3.1
0	0	0	-0.966		-0.255		0		3.4
0	0	0	-0.89676	-0.44252	0		3.6
0	0	0	-0.848		-0.529		0		3.7
0	0	0	-0.653		-0.756		0		4
0	0	0	-0.57482	-0.81828	0		4.1
0	0	0	-0.4		-0.916		0		4.3
0	0	0	-0.11215	-0.99369	0		4.6
0	0	0	0.1865		-0.982		0		4.9
0	0	0	0.37798		-0.92581	0		5.1
0	0	0	0.4685		-0.883		0		5.2
0	0	0	0.7086		-0.705		0		5.5
0	0	0	0.77557		-0.63127	0		5.6
0	0	0	0.8855		-0.464		0		5.8
0	0	0	0.98327		-0.18216	0		6.1
0	0	0	0.9931		0.1165		0		6.4
0	0	0	0.95023		0.31154		0		6.6
0	0	0	0.9143		0.4048		0		6.7
0	0	0	0.7539		0.6569		0		7
0	0	0	0.68455		0.72897		0		7.1          
